QualidadeAr(PPM),Temperatura,Umidade,Dia,Hora,Localizacao
161,29.00,23.00,2023/09/13,03:49:23,Jardins Mangueiral
159,29.00,22.00,2023/09/13,04:19:23,Jardins Mangueiral
160,28.00,23.00,2023/09/13,04:49:23,Jardins Mangueiral
154,28.00,23.00,2023/09/13,05:19:23,Jardins Mangueiral
153,28.00,23.00,2023/09/13,05:49:23,Jardins Mangueiral
154,27.00,25.00,2023/09/13,06:19:23,Jardins Mangueiral
104,24.00,38.00,2023/09/13,08:30:37,Asa Sul
111,24.00,39.00,2023/09/13,08:35:37,Asa Sul
99,24.00,38.00,2023/09/13,08:40:37,Asa Sul
106,24.00,39.00,2023/09/13,08:45:37,Asa Sul
126,24.00,38.00,2023/09/13,08:50:37,Asa Sul
122,24.00,38.00,2023/09/13,08:55:37,Asa Sul
129,24.00,38.00,2023/09/13,09:00:37,Asa Sul
121,24.00,38.00,2023/09/13,09:05:37,Asa Sul
121,24.00,37.00,2023/09/13,09:10:37,Asa Sul
91,24.00,38.00,2023/09/13,09:15:37,Asa Sul
90,24.00,38.00,2023/09/13,09:20:37,Asa Sul
95,24.00,38.00,2023/09/13,09:25:37,Asa Sul
97,24.00,37.00,2023/09/13,09:30:37,Asa Sul
103,31.00,20.00,2023/09/13,12:58:21,Jardins Mangueiral
115,32.00,20.00,2023/09/13,13:28:21,Jardins Mangueiral
115,32.00,20.00,2023/09/13,13:58:21,Jardins Mangueiral
116,32.00,20.00,2023/09/13,14:28:21,Jardins Mangueiral
119,33.00,20.00,2023/09/13,14:58:21,Jardins Mangueiral
119,33.00,20.00,2023/09/13,15:28:21,Jardins Mangueiral
119,33.00,20.00,2023/09/13,15:58:21,Jardins Mangueiral
119,33.00,20.00,2023/09/13,16:28:21,Jardins Mangueiral
119,33.00,20.00,2023/09/13,16:58:21,Jardins Mangueiral
117,33.00,20.00,2023/09/13,17:28:21,Jardins Mangueiral
120,33.00,20.00,2023/09/13,17:58:21,Jardins Mangueiral
122,33.00,20.00,2023/09/13,18:28:21,Jardins Mangueiral
118,32.00,20.00,2023/09/13,18:58:21,Jardins Mangueiral
138,32.00,20.00,2023/09/13,19:28:21,Jardins Mangueiral
138,31.00,20.00,2023/09/13,19:58:21,Jardins Mangueiral
142,31.00,21.00,2023/09/13,20:28:21,Jardins Mangueiral
142,31.00,21.00,2023/09/13,20:58:21,Jardins Mangueiral
140,31.00,21.00,2023/09/13,21:28:21,Jardins Mangueiral
142,31.00,21.00,2023/09/13,21:58:22,Jardins Mangueiral
141,31.00,21.00,2023/09/13,22:28:22,Jardins Mangueiral
143,31.00,21.00,2023/09/13,22:58:21,Jardins Mangueiral
143,31.00,21.00,2023/09/13,23:28:22,Jardins Mangueiral
143,31.00,22.00,2023/09/13,23:58:22,Jardins Mangueiral
143,31.00,22.00,2023/09/14,00:28:22,Jardins Mangueiral
142,31.00,22.00,2023/09/14,00:58:22,Jardins Mangueiral
144,31.00,23.00,2023/09/14,01:28:22,Jardins Mangueiral
142,31.00,22.00,2023/09/14,01:58:22,Jardins Mangueiral
142,30.00,23.00,2023/09/14,02:28:22,Jardins Mangueiral
141,30.00,23.00,2023/09/14,02:58:22,Jardins Mangueiral
142,30.00,23.00,2023/09/14,03:28:22,Jardins Mangueiral
143,30.00,23.00,2023/09/14,03:58:22,Jardins Mangueiral
143,30.00,23.00,2023/09/14,04:28:22,Jardins Mangueiral
143,30.00,22.00,2023/09/14,04:58:22,Jardins Mangueiral
145,30.00,23.00,2023/09/14,05:28:22,Jardins Mangueiral
143,30.00,23.00,2023/09/14,05:58:22,Jardins Mangueiral
149,27.00,35.00,2023/09/14,06:28:22,Jardins Mangueiral
148,27.00,40.00,2023/09/14,06:58:22,Jardins Mangueiral
148,27.00,40.00,2023/09/14,07:28:22,Jardins Mangueiral
147,27.00,40.00,2023/09/14,07:58:22,Jardins Mangueiral
148,27.00,39.00,2023/09/14,08:28:22,Jardins Mangueiral
158,28.00,38.00,2023/09/14,08:58:22,Jardins Mangueiral
154,28.00,37.00,2023/09/14,09:28:22,Jardins Mangueiral
153,29.00,36.00,2023/09/14,09:58:22,Jardins Mangueiral
155,29.00,35.00,2023/09/14,10:28:22,Jardins Mangueiral
157,30.00,33.00,2023/09/14,10:58:22,Jardins Mangueiral
164,30.00,30.00,2023/09/14,11:28:22,Jardins Mangueiral
160,31.00,29.00,2023/09/14,11:58:22,Jardins Mangueiral
177,31.00,28.00,2023/09/14,12:28:22,Jardins Mangueiral
167,32.00,25.00,2023/09/14,12:58:22,Jardins Mangueiral
166,32.00,23.00,2023/09/14,13:28:22,Jardins Mangueiral
122,25.00,44.00,2023/09/15,09:04:00,Asa Sul
125,25.00,44.00,2023/09/15,09:09:00,Asa Sul
125,26.00,42.00,2023/09/15,09:14:00,Asa Sul
124,26.00,41.00,2023/09/15,09:19:00,Asa Sul
123,26.00,41.00,2023/09/15,09:24:00,Asa Sul
121,26.00,40.00,2023/09/15,09:29:00,Asa Sul
118,26.00,41.00,2023/09/15,09:34:00,Asa Sul
118,26.00,42.00,2023/09/15,09:39:00,Asa Sul
131,26.00,41.00,2023/09/15,09:44:00,Asa Sul
134,25.00,41.00,2023/09/15,09:49:00,Asa Sul
135,26.00,41.00,2023/09/15,09:54:00,Asa Sul
135,26.00,41.00,2023/09/15,09:59:00,Asa Sul
136,26.00,42.00,2023/09/15,10:04:00,Asa Sul
140,26.00,42.00,2023/09/15,10:09:00,Asa Sul
140,26.00,42.00,2023/09/15,10:14:00,Asa Sul
140,26.00,42.00,2023/09/15,10:19:00,Asa Sul
139,26.00,42.00,2023/09/15,10:24:00,Asa Sul
139,26.00,42.00,2023/09/15,10:29:00,Asa Sul
140,26.00,42.00,2023/09/15,10:34:00,Asa Sul
159,26.00,42.00,2023/09/15,10:39:00,Asa Sul
121,30.00,31.00,2023/09/15,12:21:14,Jardins Mangueiral
119,30.00,30.00,2023/09/15,12:51:14,Jardins Mangueiral
119,30.00,30.00,2023/09/15,13:21:14,Jardins Mangueiral
113,30.00,29.00,2023/09/15,13:51:14,Jardins Mangueiral
121,31.00,28.00,2023/09/15,14:21:14,Jardins Mangueiral
129,31.00,27.00,2023/09/15,14:51:14,Jardins Mangueiral
127,31.00,28.00,2023/09/15,15:21:14,Jardins Mangueiral
126,31.00,30.00,2023/09/15,15:51:14,Jardins Mangueiral
126,31.00,28.00,2023/09/15,16:21:14,Jardins Mangueiral
136,31.00,31.00,2023/09/15,16:51:14,Jardins Mangueiral
134,30.00,32.00,2023/09/15,17:21:14,Jardins Mangueiral
130,30.00,30.00,2023/09/15,17:51:14,Jardins Mangueiral
138,29.00,28.00,2023/09/15,18:21:14,Jardins Mangueiral
134,29.00,31.00,2023/09/15,18:51:14,Jardins Mangueiral
134,28.00,38.00,2023/09/15,19:21:15,Jardins Mangueiral
133,28.00,38.00,2023/09/15,19:51:14,Jardins Mangueiral
133,28.00,37.00,2023/09/15,20:21:14,Jardins Mangueiral
126,28.00,36.00,2023/09/15,20:51:15,Jardins Mangueiral
124,28.00,36.00,2023/09/15,21:21:15,Jardins Mangueiral
124,28.00,36.00,2023/09/15,21:51:15,Jardins Mangueiral
124,28.00,37.00,2023/09/15,22:21:15,Jardins Mangueiral
140,29.00,35.00,2023/09/15,22:51:15,Jardins Mangueiral
137,29.00,34.00,2023/09/15,23:21:15,Jardins Mangueiral
139,29.00,35.00,2023/09/15,23:51:15,Jardins Mangueiral
138,29.00,34.00,2023/09/16,00:21:15,Jardins Mangueiral
139,29.00,34.00,2023/09/16,00:51:15,Jardins Mangueiral
138,29.00,34.00,2023/09/16,01:21:15,Jardins Mangueiral
139,29.00,36.00,2023/09/16,01:51:15,Jardins Mangueiral
138,29.00,35.00,2023/09/16,02:21:15,Jardins Mangueiral
138,28.00,35.00,2023/09/16,02:51:15,Jardins Mangueiral
138,28.00,37.00,2023/09/16,03:21:15,Jardins Mangueiral
136,28.00,37.00,2023/09/16,03:51:15,Jardins Mangueiral
137,28.00,37.00,2023/09/16,04:21:15,Jardins Mangueiral
137,28.00,36.00,2023/09/16,04:51:15,Jardins Mangueiral
136,28.00,36.00,2023/09/16,05:21:15,Jardins Mangueiral
137,28.00,36.00,2023/09/16,05:51:15,Jardins Mangueiral
138,28.00,36.00,2023/09/16,06:21:15,Jardins Mangueiral
135,27.00,36.00,2023/09/16,06:51:15,Jardins Mangueiral
135,27.00,38.00,2023/09/16,07:21:15,Jardins Mangueiral
132,26.00,40.00,2023/09/16,07:51:15,Jardins Mangueiral
133,26.00,42.00,2023/09/16,08:21:15,Jardins Mangueiral
131,25.00,44.00,2023/09/16,08:51:15,Jardins Mangueiral
131,26.00,45.00,2023/09/16,09:21:15,Jardins Mangueiral
131,26.00,46.00,2023/09/16,09:51:15,Jardins Mangueiral
130,26.00,42.00,2023/09/16,10:21:15,Jardins Mangueiral
134,27.00,42.00,2023/09/16,10:51:15,Jardins Mangueiral
132,27.00,41.00,2023/09/16,11:21:15,Jardins Mangueiral
134,28.00,38.00,2023/09/16,11:51:15,Jardins Mangueiral
133,29.00,35.00,2023/09/16,12:21:15,Jardins Mangueiral
130,29.00,29.00,2023/09/16,12:51:15,Jardins Mangueiral
143,30.00,29.00,2023/09/16,13:21:15,Jardins Mangueiral
135,30.00,27.00,2023/09/16,13:51:15,Jardins Mangueiral
133,30.00,26.00,2023/09/16,14:21:15,Jardins Mangueiral
136,30.00,29.00,2023/09/16,14:51:15,Jardins Mangueiral
114,28.00,32.00,2023/09/16,16:56:14,Sudoeste
111,28.00,31.00,2023/09/16,17:01:14,Sudoeste
111,28.00,32.00,2023/09/16,17:06:14,Sudoeste
109,28.00,32.00,2023/09/16,17:11:14,Sudoeste
109,28.00,32.00,2023/09/16,17:16:14,Sudoeste
110,28.00,32.00,2023/09/16,17:21:14,Sudoeste
111,28.00,32.00,2023/09/16,17:26:14,Sudoeste
132,28.00,32.00,2023/09/16,17:31:14,Sudoeste
129,29.00,31.00,2023/09/16,17:36:14,Sudoeste
128,29.00,30.00,2023/09/16,17:41:14,Sudoeste
130,29.00,32.00,2023/09/16,17:46:14,Sudoeste
130,29.00,31.00,2023/09/16,17:51:14,Sudoeste
129,29.00,30.00,2023/09/16,17:56:14,Sudoeste
121,29.00,30.00,2023/09/16,18:01:14,Sudoeste
120,29.00,30.00,2023/09/16,18:06:14,Sudoeste
119,29.00,29.00,2023/09/16,18:11:14,Sudoeste
120,29.00,31.00,2023/09/16,18:16:14,Sudoeste
121,29.00,31.00,2023/09/16,18:21:14,Sudoeste
121,29.00,31.00,2023/09/16,18:26:14,Sudoeste
120,29.00,31.00,2023/09/16,18:31:14,Sudoeste
125,29.00,31.00,2023/09/16,18:36:14,Sudoeste
152,29.00,33.00,2023/09/17,11:31:29,Jardins Mangueiral
143,30.00,30.00,2023/09/17,12:01:29,Jardins Mangueiral
141,30.00,30.00,2023/09/17,12:31:29,Jardins Mangueiral
141,30.00,27.00,2023/09/17,13:01:29,Jardins Mangueiral
140,31.00,25.00,2023/09/17,13:31:30,Jardins Mangueiral
140,32.00,23.00,2023/09/17,14:01:29,Jardins Mangueiral
138,32.00,22.00,2023/09/17,14:31:29,Jardins Mangueiral
138,32.00,22.00,2023/09/17,15:01:30,Jardins Mangueiral
138,32.00,21.00,2023/09/17,15:31:30,Jardins Mangueiral
138,32.00,22.00,2023/09/17,16:01:30,Jardins Mangueiral
137,33.00,20.00,2023/09/17,16:31:30,Jardins Mangueiral
138,32.00,21.00,2023/09/17,17:01:30,Jardins Mangueiral
136,32.00,20.00,2023/09/17,17:31:30,Jardins Mangueiral
137,32.00,21.00,2023/09/17,18:01:30,Jardins Mangueiral
136,31.00,21.00,2023/09/17,18:31:30,Jardins Mangueiral
137,32.00,21.00,2023/09/17,19:01:30,Jardins Mangueiral
138,31.00,22.00,2023/09/17,19:31:30,Jardins Mangueiral
136,31.00,22.00,2023/09/17,20:01:30,Jardins Mangueiral
137,30.00,24.00,2023/09/17,20:31:30,Jardins Mangueiral
138,30.00,24.00,2023/09/17,21:01:30,Jardins Mangueiral
138,30.00,25.00,2023/09/17,21:31:30,Jardins Mangueiral
132,31.00,25.00,2023/09/17,22:01:30,Jardins Mangueiral
134,31.00,26.00,2023/09/17,22:31:30,Jardins Mangueiral
132,31.00,26.00,2023/09/17,23:01:30,Jardins Mangueiral
134,31.00,27.00,2023/09/17,23:31:30,Jardins Mangueiral
133,31.00,27.00,2023/09/18,00:01:30,Jardins Mangueiral
133,31.00,27.00,2023/09/18,00:31:30,Jardins Mangueiral
133,31.00,28.00,2023/09/18,01:01:30,Jardins Mangueiral
134,30.00,28.00,2023/09/18,01:31:30,Jardins Mangueiral
135,30.00,28.00,2023/09/18,02:01:30,Jardins Mangueiral
135,30.00,28.00,2023/09/18,02:31:30,Jardins Mangueiral
134,30.00,28.00,2023/09/18,03:01:30,Jardins Mangueiral
134,30.00,28.00,2023/09/18,03:31:30,Jardins Mangueiral
134,30.00,29.00,2023/09/18,04:01:30,Jardins Mangueiral
133,29.00,29.00,2023/09/18,04:31:30,Jardins Mangueiral
133,30.00,29.00,2023/09/18,05:01:30,Jardins Mangueiral
133,29.00,30.00,2023/09/18,05:31:30,Jardins Mangueiral
132,28.00,31.00,2023/09/18,06:01:30,Jardins Mangueiral
132,28.00,33.00,2023/09/18,06:31:30,Jardins Mangueiral
97,26.00,32.00,2023/09/18,08:24:56,Asa Sul
95,27.00,32.00,2023/09/18,08:29:56,Asa Sul
104,27.00,32.00,2023/09/18,08:34:56,Asa Sul
105,27.00,32.00,2023/09/18,08:39:56,Asa Sul
97,27.00,32.00,2023/09/18,08:44:56,Asa Sul
102,27.00,33.00,2023/09/18,08:49:56,Asa Sul
101,27.00,34.00,2023/09/18,08:54:56,Asa Sul
99,27.00,33.00,2023/09/18,08:59:56,Asa Sul
101,28.00,33.00,2023/09/18,09:04:56,Asa Sul
101,28.00,34.00,2023/09/18,09:09:56,Asa Sul
102,28.00,34.00,2023/09/18,09:14:56,Asa Sul
103,28.00,34.00,2023/09/18,09:19:56,Asa Sul
105,28.00,34.00,2023/09/18,09:24:56,Asa Sul
105,28.00,35.00,2023/09/18,09:29:56,Asa Sul
104,28.00,35.00,2023/09/18,09:34:56,Asa Sul
104,28.00,35.00,2023/09/18,09:39:56,Asa Sul
104,28.00,35.00,2023/09/18,09:44:56,Asa Sul
110,28.00,35.00,2023/09/18,09:49:56,Asa Sul
106,28.00,35.00,2023/09/18,09:54:56,Asa Sul
104,28.00,35.00,2023/09/18,09:59:56,Asa Sul
103,28.00,34.00,2023/09/18,10:04:56,Asa Sul
105,28.00,35.00,2023/09/18,10:09:56,Asa Sul
106,29.00,35.00,2023/09/18,10:14:56,Asa Sul
103,28.00,35.00,2023/09/18,10:19:56,Asa Sul
112,28.00,35.00,2023/09/18,10:24:56,Asa Sul
120,29.00,35.00,2023/09/18,10:29:56,Asa Sul
118,29.00,35.00,2023/09/18,10:34:56,Asa Sul
118,29.00,36.00,2023/09/18,10:39:56,Asa Sul
172,31.00,21.00,2023/09/18,13:52:26,Jardins Mangueiral
167,31.00,21.00,2023/09/18,14:22:26,Jardins Mangueiral
169,32.00,21.00,2023/09/18,14:52:26,Jardins Mangueiral
166,32.00,20.00,2023/09/18,15:22:27,Jardins Mangueiral
177,32.00,25.00,2023/09/18,15:52:27,Jardins Mangueiral
152,32.00,20.00,2023/09/18,16:22:26,Jardins Mangueiral
148,32.00,20.00,2023/09/18,16:52:27,Jardins Mangueiral
149,32.00,21.00,2023/09/18,17:22:27,Jardins Mangueiral
144,32.00,20.00,2023/09/18,17:52:27,Jardins Mangueiral
148,33.00,20.00,2023/09/18,18:22:27,Jardins Mangueiral
149,32.00,20.00,2023/09/18,18:52:27,Jardins Mangueiral
147,32.00,20.00,2023/09/18,19:22:27,Jardins Mangueiral
146,32.00,20.00,2023/09/18,19:52:27,Jardins Mangueiral
148,31.00,21.00,2023/09/18,20:22:27,Jardins Mangueiral
160,31.00,21.00,2023/09/18,20:52:27,Jardins Mangueiral
162,31.00,22.00,2023/09/18,21:22:27,Jardins Mangueiral
161,31.00,22.00,2023/09/18,21:52:27,Jardins Mangueiral
160,31.00,24.00,2023/09/18,22:22:27,Jardins Mangueiral
157,31.00,23.00,2023/09/18,22:52:27,Jardins Mangueiral
156,31.00,23.00,2023/09/18,23:22:27,Jardins Mangueiral
155,31.00,23.00,2023/09/18,23:52:27,Jardins Mangueiral
152,31.00,23.00,2023/09/19,00:22:27,Jardins Mangueiral
149,30.00,23.00,2023/09/19,00:52:27,Jardins Mangueiral
150,30.00,24.00,2023/09/19,01:22:27,Jardins Mangueiral
150,30.00,24.00,2023/09/19,01:52:27,Jardins Mangueiral
150,30.00,25.00,2023/09/19,02:22:27,Jardins Mangueiral
147,30.00,25.00,2023/09/19,02:52:27,Jardins Mangueiral
148,30.00,24.00,2023/09/19,03:22:27,Jardins Mangueiral
147,29.00,25.00,2023/09/19,03:52:27,Jardins Mangueiral
148,29.00,25.00,2023/09/19,04:22:27,Jardins Mangueiral
147,29.00,24.00,2023/09/19,04:52:27,Jardins Mangueiral
145,29.00,23.00,2023/09/19,05:22:27,Jardins Mangueiral
145,28.00,25.00,2023/09/19,05:52:27,Jardins Mangueiral
145,28.00,26.00,2023/09/19,06:22:27,Jardins Mangueiral
94,27.00,20.00,2023/09/19,09:01:32,Asa Sul
91,27.00,20.00,2023/09/19,09:06:32,Asa Sul
91,27.00,20.00,2023/09/19,09:11:32,Asa Sul
92,27.00,20.00,2023/09/19,09:16:32,Asa Sul
91,27.00,20.00,2023/09/19,09:21:32,Asa Sul
93,27.00,20.00,2023/09/19,09:26:32,Asa Sul
94,27.00,20.00,2023/09/19,09:31:32,Asa Sul
94,27.00,20.00,2023/09/19,09:36:32,Asa Sul
93,27.00,20.00,2023/09/19,09:41:32,Asa Sul
93,27.00,20.00,2023/09/19,09:46:32,Asa Sul
93,27.00,20.00,2023/09/19,09:51:32,Asa Sul
92,27.00,20.00,2023/09/19,09:56:32,Asa Sul
93,28.00,20.00,2023/09/19,10:01:32,Asa Sul
95,27.00,20.00,2023/09/19,10:06:32,Asa Sul
97,28.00,20.00,2023/09/19,10:11:32,Asa Sul
97,27.00,20.00,2023/09/19,10:16:32,Asa Sul
95,28.00,20.00,2023/09/19,10:21:32,Asa Sul
96,28.00,20.00,2023/09/19,10:26:32,Asa Sul
96,28.00,20.00,2023/09/19,10:31:32,Asa Sul
122,33.00,20.00,2023/09/19,14:11:18,Jardins Mangueiral
124,34.00,20.00,2023/09/19,14:41:18,Jardins Mangueiral
122,34.00,20.00,2023/09/19,15:11:18,Jardins Mangueiral
124,34.00,20.00,2023/09/19,15:41:18,Jardins Mangueiral
121,34.00,20.00,2023/09/19,16:11:18,Jardins Mangueiral
126,34.00,20.00,2023/09/19,16:41:18,Jardins Mangueiral
123,34.00,20.00,2023/09/19,17:11:18,Jardins Mangueiral
123,34.00,20.00,2023/09/19,17:41:18,Jardins Mangueiral
117,34.00,20.00,2023/09/19,18:11:18,Jardins Mangueiral
119,34.00,20.00,2023/09/19,18:41:19,Jardins Mangueiral
116,33.00,20.00,2023/09/19,19:11:18,Jardins Mangueiral
118,33.00,20.00,2023/09/19,19:41:19,Jardins Mangueiral
120,33.00,20.00,2023/09/19,20:11:19,Jardins Mangueiral
118,33.00,20.00,2023/09/19,20:41:19,Jardins Mangueiral
117,33.00,20.00,2023/09/19,21:11:19,Jardins Mangueiral
117,32.00,20.00,2023/09/19,21:41:19,Jardins Mangueiral
118,32.00,20.00,2023/09/19,22:11:19,Jardins Mangueiral
119,33.00,20.00,2023/09/19,22:41:19,Jardins Mangueiral
119,33.00,20.00,2023/09/19,23:11:19,Jardins Mangueiral
118,33.00,20.00,2023/09/19,23:41:19,Jardins Mangueiral
118,32.00,20.00,2023/09/20,00:11:19,Jardins Mangueiral
117,32.00,20.00,2023/09/20,00:41:19,Jardins Mangueiral
117,32.00,20.00,2023/09/20,01:11:19,Jardins Mangueiral
117,32.00,20.00,2023/09/20,01:41:19,Jardins Mangueiral
118,32.00,20.00,2023/09/20,02:11:19,Jardins Mangueiral
116,31.00,20.00,2023/09/20,02:41:19,Jardins Mangueiral
116,31.00,20.00,2023/09/20,03:11:19,Jardins Mangueiral
115,31.00,20.00,2023/09/20,03:41:19,Jardins Mangueiral
115,31.00,20.00,2023/09/20,04:11:19,Jardins Mangueiral
115,31.00,20.00,2023/09/20,04:41:19,Jardins Mangueiral
115,31.00,20.00,2023/09/20,05:11:19,Jardins Mangueiral
115,30.00,20.00,2023/09/20,05:41:19,Jardins Mangueiral
117,30.00,21.00,2023/09/20,06:11:19,Jardins Mangueiral
139,26.00,33.00,2023/09/20,08:31:52,Asa Sul
132,26.00,33.00,2023/09/20,08:36:52,Asa Sul
129,26.00,34.00,2023/09/20,08:41:52,Asa Sul
130,26.00,33.00,2023/09/20,08:46:52,Asa Sul
120,26.00,33.00,2023/09/20,08:51:52,Asa Sul
129,26.00,33.00,2023/09/20,08:56:52,Asa Sul
129,26.00,33.00,2023/09/20,09:01:52,Asa Sul
126,26.00,33.00,2023/09/20,09:06:52,Asa Sul
125,26.00,33.00,2023/09/20,09:11:52,Asa Sul
137,26.00,33.00,2023/09/20,09:16:52,Asa Sul
135,26.00,33.00,2023/09/20,09:21:52,Asa Sul
130,26.00,32.00,2023/09/20,09:26:52,Asa Sul
128,26.00,32.00,2023/09/20,09:31:52,Asa Sul
127,26.00,32.00,2023/09/20,09:36:52,Asa Sul
127,26.00,32.00,2023/09/20,09:41:52,Asa Sul
129,26.00,32.00,2023/09/20,09:46:52,Asa Sul
123,26.00,31.00,2023/09/20,09:51:52,Asa Sul
118,26.00,31.00,2023/09/20,09:56:52,Asa Sul
115,26.00,31.00,2023/09/20,10:01:52,Asa Sul
116,26.00,32.00,2023/09/20,10:06:52,Asa Sul
109,26.00,32.00,2023/09/20,10:11:52,Asa Sul
108,26.00,32.00,2023/09/20,10:16:52,Asa Sul
135,26.00,32.00,2023/09/20,10:21:52,Asa Sul
130,26.00,32.00,2023/09/20,10:26:52,Asa Sul
127,26.00,32.00,2023/09/20,10:31:52,Asa Sul
127,27.00,32.00,2023/09/20,10:36:52,Asa Sul
125,26.00,32.00,2023/09/20,10:41:52,Asa Sul
100,32.00,20.00,2023/09/20,13:08:04,Jardins Mangueiral
99,33.00,20.00,2023/09/20,13:38:04,Jardins Mangueiral
100,33.00,20.00,2023/09/20,14:08:04,Jardins Mangueiral
98,33.00,20.00,2023/09/20,14:38:04,Jardins Mangueiral
106,33.00,20.00,2023/09/20,15:08:04,Jardins Mangueiral
102,34.00,20.00,2023/09/20,15:38:04,Jardins Mangueiral
101,34.00,20.00,2023/09/20,16:08:04,Jardins Mangueiral
97,34.00,20.00,2023/09/20,16:38:04,Jardins Mangueiral
98,34.00,20.00,2023/09/20,17:08:04,Jardins Mangueiral
98,34.00,20.00,2023/09/20,17:38:04,Jardins Mangueiral
106,34.00,20.00,2023/09/20,18:08:04,Jardins Mangueiral
78,34.00,20.00,2023/09/20,18:38:04,Jardins Mangueiral
77,34.00,20.00,2023/09/20,19:08:04,Jardins Mangueiral
75,33.00,20.00,2023/09/20,19:38:04,Jardins Mangueiral
75,34.00,20.00,2023/09/20,20:08:04,Jardins Mangueiral
79,33.00,20.00,2023/09/20,20:38:04,Jardins Mangueiral
74,33.00,20.00,2023/09/20,21:08:04,Jardins Mangueiral
74,32.00,20.00,2023/09/20,21:38:04,Jardins Mangueiral
73,32.00,20.00,2023/09/20,22:08:04,Jardins Mangueiral
78,32.00,20.00,2023/09/20,22:38:04,Jardins Mangueiral
76,32.00,20.00,2023/09/20,23:08:04,Jardins Mangueiral
76,32.00,20.00,2023/09/20,23:38:04,Jardins Mangueiral
75,32.00,21.00,2023/09/21,00:08:04,Jardins Mangueiral
74,32.00,21.00,2023/09/21,00:38:04,Jardins Mangueiral
74,32.00,21.00,2023/09/21,01:08:04,Jardins Mangueiral
74,31.00,21.00,2023/09/21,01:38:04,Jardins Mangueiral
74,31.00,21.00,2023/09/21,02:08:04,Jardins Mangueiral
75,31.00,21.00,2023/09/21,02:38:05,Jardins Mangueiral
78,31.00,21.00,2023/09/21,03:08:05,Jardins Mangueiral
85,31.00,21.00,2023/09/21,03:38:05,Jardins Mangueiral
78,30.00,21.00,2023/09/21,04:08:05,Jardins Mangueiral
86,30.00,21.00,2023/09/21,04:38:05,Jardins Mangueiral
79,30.00,21.00,2023/09/21,05:08:05,Jardins Mangueiral
79,30.00,21.00,2023/09/21,05:38:05,Jardins Mangueiral
66,29.00,22.00,2023/09/21,06:08:05,Jardins Mangueiral
152,25.00,35.00,2023/09/21,08:52:37,Asa Sul
145,26.00,35.00,2023/09/21,08:57:37,Asa Sul
144,25.00,35.00,2023/09/21,09:02:37,Asa Sul
151,26.00,35.00,2023/09/21,09:07:37,Asa Sul
152,26.00,35.00,2023/09/21,09:12:37,Asa Sul
158,26.00,35.00,2023/09/21,09:17:37,Asa Sul
130,33.00,20.00,2023/09/21,17:36:39,Jardins Mangueiral
129,33.00,20.00,2023/09/21,18:06:39,Jardins Mangueiral
129,34.00,20.00,2023/09/21,18:36:39,Jardins Mangueiral
128,33.00,20.00,2023/09/21,19:06:39,Jardins Mangueiral
126,32.00,20.00,2023/09/21,19:36:39,Jardins Mangueiral
126,32.00,20.00,2023/09/21,20:06:39,Jardins Mangueiral
125,31.00,21.00,2023/09/21,20:36:39,Jardins Mangueiral
127,31.00,21.00,2023/09/21,21:06:39,Jardins Mangueiral
128,31.00,21.00,2023/09/21,21:36:39,Jardins Mangueiral
125,30.00,22.00,2023/09/21,22:06:39,Jardins Mangueiral
125,30.00,22.00,2023/09/21,22:36:39,Jardins Mangueiral
126,30.00,22.00,2023/09/21,23:06:39,Jardins Mangueiral
125,30.00,22.00,2023/09/21,23:36:39,Jardins Mangueiral
126,31.00,22.00,2023/09/22,00:06:39,Jardins Mangueiral
126,31.00,21.00,2023/09/22,00:36:39,Jardins Mangueiral
126,31.00,21.00,2023/09/22,01:06:39,Jardins Mangueiral
126,31.00,21.00,2023/09/22,01:36:39,Jardins Mangueiral
125,31.00,21.00,2023/09/22,02:06:39,Jardins Mangueiral
126,31.00,21.00,2023/09/22,02:36:40,Jardins Mangueiral
125,31.00,21.00,2023/09/22,03:06:40,Jardins Mangueiral
134,30.00,21.00,2023/09/22,03:36:39,Jardins Mangueiral
134,30.00,21.00,2023/09/22,04:06:40,Jardins Mangueiral
131,30.00,21.00,2023/09/22,04:36:40,Jardins Mangueiral
125,30.00,20.00,2023/09/22,05:06:40,Jardins Mangueiral
129,29.00,20.00,2023/09/22,05:36:40,Jardins Mangueiral
123,29.00,20.00,2023/09/22,06:06:40,Jardins Mangueiral
135,26.00,33.00,2023/09/22,08:55:16,Asa Sul
135,26.00,33.00,2023/09/22,09:00:16,Asa Sul
156,26.00,33.00,2023/09/22,09:05:16,Asa Sul
154,26.00,33.00,2023/09/22,09:10:16,Asa Sul
159,26.00,33.00,2023/09/22,09:15:16,Asa Sul
140,26.00,33.00,2023/09/22,09:20:16,Asa Sul
129,26.00,32.00,2023/09/22,09:25:16,Asa Sul
112,26.00,32.00,2023/09/22,09:30:16,Asa Sul
145,26.00,32.00,2023/09/22,09:35:16,Asa Sul
145,26.00,32.00,2023/09/22,09:40:17,Asa Sul
146,26.00,32.00,2023/09/22,09:45:16,Asa Sul
146,26.00,31.00,2023/09/22,09:50:16,Asa Sul
176,26.00,32.00,2023/09/22,09:55:16,Asa Sul
174,26.00,32.00,2023/09/22,10:00:16,Asa Sul
182,27.00,31.00,2023/09/22,10:05:17,Asa Sul
182,27.00,31.00,2023/09/22,10:10:16,Asa Sul
126,32.00,20.00,2023/09/22,21:14:20,Jardins Mangueiral
